date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
30.10.2024,Innovatives und zertifiziertes Kampfmittelräumunternehmen zu verkaufen,Mittelständisches Kampfmittelräumunternehmen im norddeutschen Raum zu verkaufen,Niedersachsen / Weser-Ems / Ammerland,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212183,"
Es handelt sich um ein zertifiziertes und zugelassenes Kampfmittelräumunternehmen mit 10 Mitarbeitern, davon 3 Stck §20 Fachaufsichten, 2 Kettenbagger der 26to Klasse gepanzert, 1 Kettenbagger 7,5to Bagger gepanzert, umfangreiche Sondentechnik von Sensys für Oberflächen und Tiefensondierungen nach dem aktuellen Stand, Auswertungssoftware, Verbau bis 7m, Tandemwalzenzug 2,5to, 2 Stck Minibagger gepanzert (2,5to), 2 Stck PKW Anhänger, 1x Iveco lang (EZ 2024), 3 Stck PickUp, (EZ 2022-2024).
Kein Wartungsstau und alle Geräte auf dem aktuellen Stand. Auftragsvorlauf bis Q1 2025",Niedersachsen > Weser-Ems > Ammerland,,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro","über 500 Tsd. - 2,5 Mio. Euro",
30.10.2024,Betriebsübergabe Bautischlerei für denkmalgerechte Sanierungen,- Denkmalgerechte Sanierung von Fenstern und Türen aus Holz. - Restaurierung von Toren und anderen Spezialbauteilen. - Herstellung von Fenstern verschiedenster Bau- und Konstruktionsformen,Brandenburg / Brandenburg / Frankfurt (Oder),https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212212,"
Wir suchen zukunftsorientierten Interessenten zur Betriebsübernahme unserer seit mehr als 70 Jahren bestehenden sehr erfolgreichen Bautischlerei mit Sitz in Frankfurt/Oder.
Wir sind Experten im Bereich der Sanierung von denkmalgerechten Fenstern und Türen aus Holz.
Neben der Sanierung gehört auch die Herstellung von dem Bestand angepasster Isolierglasfenster, Kastendoppelfenster, Einfachfenster und Verbundfenster zu unserem Portfolio.
Die Reparatur und Sanierung von großen Toren und anderer Spezialbauteile (bspw. Holzsäulen) runden unser umfangreiches Spektrum ab.
Als beinahe einzige, sich der Sanierung von Fenstern und Türen verschriebenen Bautischlereien in der Region, profitieren unsere Kunden von unserem Know-how und kommen über die Jahre immer wieder auf uns zurück.
Unser Team von derzeit 8 Mitarbeitern, bestehend aus 1 Meister, 5 Gesellen, 1 kaufmännischen Angestellten und dem zum Ende 2025 ausscheidenden Geschäftsführer, ist erfahren und erhofft sich einen fließenden Übergabeprozess, dem von allen Unterstützung zugesichert wird.
Unser Maschinen- und Werkzeugbestand ist speziell für die genannten aber auch für weitere Prozesse sehr umfangreich und befindet sich in eigenem unbelasteten Besitz.
Zu unseren Auftraggebern gehören Privatpersonen, die öffentliche Hand, Wohnungsbaugesellschaften und kirchliche Einrichtungen.
Der Betrieb befindet sich auf einem ca. 5.000 m² großen, eigenen lastenfreiem Grundstück.
Zum weiteren Besitz der Stadt Bau Tischlereigesellschaft mbH gehört ein angrenzendes Grundstück mit ca. 10.000 m² Fläche. Dort befinden sich vermietete Gebäude und Büroeinheiten die ebenfalls größtenteils vermietet sind. Beide Grundstücke lassen sich im Bedarfsfall trennen.
Wir sind im Frankfurter Stadtteil West verkehrsgünstig erreichbar. Parkplätze sind sowohl für Mitarbeiter als auch für Kunden im ausreichenden Maße auf dem eigenen Grundstück vorhanden. Gleiches gilt für den Warenverkehr.
Sie sind motiviert und interessiert, sich einer neuen Aufgabe zu stellen, die zukunftsorientiert, ressourcensparend, natürlich und nicht zu Letzt gewinnbringend ist, dann sprechen sie uns an. Für einen ersten Kontakt wenden sie sich gern an unseren Geschäftsführer Herrn Holger Eulenberger unter der benannten E-Mailadresse.",Brandenburg > Brandenburg > Frankfurt (Oder),,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Nicht veröffentlicht,Nein
30.10.2024,Optikergeschäft in Wuppertal zu verkaufen,"Kleines (64 qm), innovatives, gut laufendes, angemietetes Optikergeschäft im Herzen von Wuppertal – Vohwinkel aus Altersgründen abzugeben.",Nordrhein-Westfalen / Düsseldorf / Wuppertal,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212211,"
Kleines (64 qm), innovatives, gut laufendes, angemietetes Optikergeschäft im Herzen von
Wuppertal – Vohwinkel aus Altersgründen abzugeben.
Es befindet sich in einem Wohn- und Geschäftshaus in der zentralen Einkaufsstraße und besteht seit ca. 60 Jahren.

Unsere, alle Altersgruppen umfassende, treue Kundschaft schätzt unser breitgefächertes, teilweise extravagantes Brillenangebot vieler Hersteller und unsere persönliche, individuelle Beratung.

Wir wünschen uns – auch im Interesse unserer Kundschaft - dass das
Geschäft fortgeführt wird.

Der Kaufpreis (Inventar + Warenlager etc.) ist verhandelbar.

Bei Interesse melden Sie sich bitte unter folgender Email-Adresse:
ina-wolf.he@gmx.de",Nordrhein-Westfalen > Düsseldorf > Wuppertal,,bis 5 Beschäftigte,Nicht veröffentlicht,bis 50 Tsd. Euro,Nein
30.10.2024,Startup aus dem Bereich Hybrid Electronics,Startup im Bereich Smart-Logistik-Lösungen mit innovativem Datenlogger aus dem Bereich Hybrid Electronics sucht strategischen Partner.,Baden-Württemberg,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=210911,"
Das Unternehmen hat einen Datenlogger zur präzisen Datenüberwachung temperatursensibler Produkte entwickelt, welcher in den Bereichen Transport, Pharma und stationären Kühlungsanlagen eingesetzt werden kann. Hierbei werden additive Fertigungsverfahren mit Embedded Systems Engineering verknüpft. Dadurch können, im Vergleich zu klassischen Datenlogger-Produkten, geringere Stückkosten und erweiterte Funktionalitäten realisiert werden. Die Intervalle zur Datenmessung und Datenübertragung können individuell vom Anwender festgelegt werden. Die dabei gesammelten Daten werden dann in Echtzeit in einer Cloud gespeichert und per App ausgelesen.
Dem Umfang der Beteiligung steht der Gesellschafter offen gegenüber.",Baden-Württemberg,Information und Kommunikation > Dienstleistungen der Informationstechnologie; Infrastruktur > Verkehr und Lagerei > Güterverkehr,bis 5 Beschäftigte,bis 50 Tsd. Euro,Nicht veröffentlicht,Nein
30.10.2024,1 A Shoppingcenter - Übernahme italienisches Restaurant - München,Wir suchen einen Nachfolger*in! 1 A Shoppingcenter - Übernahme italienisches Systemgastronomie Restaurant - München.,"Bayern / Oberbayern / München, Stadt",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212185,"
Wir suchen einen Nachfolger*in!
1 A Shoppingcenter - Übernahme italienisches Systemgastronomie Restaurant - München.
Das Geschäft besteht seit 2019 und soll im laufenden Betrieb übernommen werden.
Sie haben den Wunsch nach einem eigenen italienischen Restaurant? Sie sind leidenschaftlicher Gastgeber*in? Dann übernehmen Sie unseren Systemgastronomie Standort in bester Lage von München! Wir freuen uns über die Kontaktaufnahme und melden uns umgehend.","Bayern > Oberbayern > München, Stadt",,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",über 50 - 250 Tsd. Euro,Nein
30.10.2024,"UG zu verkaufen, 1€, ist schuldenfrei und saubere Buchhaltung","Schuldenfreie UG, saubere Buchhaltung, 1€ Kaufwert, bestehendes Bankkonto - Aufwand lohnt sich für mich nicht -> das Ding muss WEG! :)","Bayern / Oberbayern / München, Stadt",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212171,"
Ich habe eine UG zu verschenken, für 1€ (den kann ich auch vorher über den Tisch rüberreichen, so dass der Käufer gar nichts bezahlt)

Die UG hat bisher Internetseiten betrieben, die Firma ist schuldenfrei und hat irgendwas um 50€ auf dem Bankkonto.

Ich würde das Ding gerne verkaufen, da es sich schlicht nicht lohnt - ansonsten müsste ich abwickeln, daher die Überlegung, ob jemand das Vehikel gebrauchen kann?","Bayern > Oberbayern > München, Stadt",,Nicht veröffentlicht,bis 50 Tsd. Euro,bis 50 Tsd. Euro,Nein
30.10.2024,"Renommiertes Handwerksunternehmen (Fenster, Türen, Sonnenschutz) im Raum München","Zum Verkauf steht ein Unternehmen für den Verkauf und die Montage von qualitativ hochwertigen Fenstern, Türen und Sonnenschutz-Anlagen.","Bayern / Oberbayern / München, Stadt",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211928,"
Zum Verkauf steht ein seit fast 30 Jahren etabliertes und renommiertes Unternehmen für den Verkauf und die Montage von qualitativ hochwertigen Fenstern, Türen und Sonnenschutz-Anlagen in und an Häusern und Gewerbeimmobilien im Großraum München.

Der Inhaber möchte aus Altersgründen die Verantwortung abgeben - ein Nachfolger wird selbstverständlich sorgfältig eingearbeitet.

Der jetzige Inhaber wäre bereit nach der Übergabe als Verkäufer für das Unternehmen auf Provisionsbasis weiter zu arbeiten.","Bayern > Oberbayern > München, Stadt",Baugewerbe > Sonstige; Handwerk > Ausbaugewerbe > Rollladen- und Sonnenschutztechniker,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro","über 500 Tsd. - 2,5 Mio. Euro",
30.10.2024,Revolutionäre SaaS Plattform für 3D Speisekarte mit AR Funktionen und AI Chatbot,Wir verkaufen unsere UG: eine SaaS Plattform für benutzerfreundliche 3D Speisekarten in der Gastronomie. Ohne Schulden und Verbindlichkeiten.,Bayern / Oberbayern / Ingolstadt,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212102,"
#Beschreibung:

Das Startup wurde im April 2023 gegründet und bietet eine benutzerfreundliche, cloudbasierte Plattform, die revolutionäre 3D-Menüs für die Gastronomie ermöglicht. Diese Menüs können einfach von Kunden über das Smartphone visualisiert werden. Wir waren bisher in ca. 50 Restaurants live im Einsatz und hatten bereits im letzten Jahr 10.000 Nutzer pro Monat auf unserer Plattform, mit 25 % wiederkehrenden Kunden pro Monat.

#Wir suchen:

Unsere Plattform bietet strategisches Potenzial sowohl für Bestellsystemanbieter und IT-Software-Unternehmen als auch für Hotel- und Gastronomieketten, die ihr Menüerlebnis verbessern möchten. Die Plattform lässt sich flexibel in bestehende Softwarelandschaften integrieren oder autark nutzen. Mit ihrem umfangreichen Wachstumspotenzial eignet sich das System nicht nur für den europäischen, sondern auch für den internationalen Markt und kann problemlos um Funktionen wie Abholung, Lieferung oder Vor-Ort-Bestellungen erweitert werden.

#Verkaufsgrund:

Aufgrund unserer begrenzten Erfahrung in der HoReCa-Branche sowie der zeitlichen Ressourcen, haben wir uns entschieden, das Startup an ein Unternehmen oder Einzelperson zu verkaufen, die über tiefere Branchenerfahrung verfügt und das Potenzial der Plattform weiter ausschöpfen kann.

#Übergabe und Kundenbeziehungen:

- Vollständiger Sourcecode (Menü-Editor + Menü)
- Vollständiger Frontend- und Backend-Entwicklungsstack
- Marke (EU-weit)
- Algorithmen für die Erstellung von 3D-Menüs (AI-Pipeline)
- GenAI Chatbot Pipeline
- Hardware für die Erstellung von 3D-Menüs
- Bestehende 3D-Asset-Datenbank (50+ 3D-Modelle)
- Produktdaten & Nutzeranalysen
- Kundendatenbank & Pitch-Dokumentation (xls, ppt etc.)
- Marketing- & Geschäftsplan
- 25.000 € Google Cloud Credits
- 6 Monate technische Beratung für die Übergabe des Sourcecodes und die Integration in bestehende Systeme
- Wir haben die Plattform bereits kontrolliert heruntergefahren, wodurch es keine Verpflichtungen gegenüber bestehenden Kunden gibt",Bayern > Oberbayern > Ingolstadt,,Nicht veröffentlicht,bis 50 Tsd. Euro,über 50 - 250 Tsd. Euro,Nein
30.10.2024,Print- und Onlinemedien im Bereich Kultur/Lifestyle/Mediathek/Plattformen,Das Titelportfolio umfasst einige der renommiertesten Medien im Bereich Kultur/Lifestyle/Tourismus im deutschsprachigen Raum,"Bayern / Oberbayern / München, Stadt",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212056,"
Die Titel sind zum Teil seit über 25 Jahren am Markt und geniessen eine hohe Reputation und Alleinstellungsmerkmale. Es wäre auch möglich, einzelne Assets zu übernehmen.
Hervorzuheben sind die im Unternehmen entwickelten Technologien für Self Service-Portale, Marketingautomation, Redaktionssystem, Mediatheken und Webportale, die sich auf andere Branchen/Geschäftsfelder übertragen lassen.
Besonders interessant ist das Portfolio für Medienunternehmen, insbesondere im Special Interest-Bereich und pot. Käufer, die aus dem Kultur-, Medien- oder IT-Bereich kommen und sich selbständig machen möchten.","Bayern > Oberbayern > München, Stadt",,bis 5 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro","über 500 Tsd. - 2,5 Mio. Euro",Ja
30.10.2024,Biete Unternehmen zum Kauf Training & Beratung,"Biete 10 Jahre erfolgreich etabliertes Unternehmen mit großem Kundenstamm (Konzerne in Deutschland & Österreich), das auf Führungskräftetrainings, Teamentwicklung, Mental Health","Bayern / Oberbayern / München, Stadt",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212033,"
Biete 10 Jahre erfolgreich etabliertes Unternehmen mit großem Kundenstamm (Konzerne in Deutschland & Österreich), das auf Führungskräftetrainings, Teamentwicklung, Mental Health u.a. ausgerichtet ist mit tollem Trainierpool (selbständig) und spannenden Umsatzzahlen und Gewinnzahlen.","Bayern > Oberbayern > München, Stadt",,bis 5 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Nicht veröffentlicht,Ja
