date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
17.07.2024,Erfahrener Manager/GF mit Unternehmermentalität sucht KMU für Kauf oder Pacht,"Ich suche nach einem alteingesessenen, soliden KMU, für das ein Nachfolger mit Herz, Verstand und Energie gesucht wird.","Bayern / Oberpfalz / Regensburg, Landkreis",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209476,"
Ich bin auf der Suche nach einem alteingesessenen, soliden Unternehmen, für das ein Nachfolger mit Herz, Verstand und Energie gesucht wird.
Idealerweise mit den folgenden Eckpunkten:
- eingespielter Mitarbeiterstamm
- intensive Einarbeitung durch den ausscheidenden Eigentümer
- gesunde Finanzlage
- breite Kundenbasis.
Ein paar Informationen zu mir:
- Dipl. Kaufmann, > 30 Jahre Berufserfahrung
- Langjährige Führungserfahrungen in kleinen und großen Strukturen in den Bereichen Marketing-Kommunikation, Gesundheitswesen, Dienstleistungen.
- Erfahrungsschwerpunkte: Geschäftsführung, Marketing, Vertrieb, Personalwesen, Controlling/Finanzen.
- Eigenkapital vorhanden.","Bayern > Oberpfalz > Regensburg, Landkreis",,11 - 20 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,
16.07.2024,"Industrieunternehmen im Raum Aachen, Köln, Düsseldorf gesucht","Kaufgesuch Industrieunternehmen, Raum Aachen, Köln, Düsseldorf, gerne als Nachfolge wegen Renteneintritt o.ä., stabiles Geschäftsfeld, Einmalsumme und/oder Gewinnbeteiligung",Nordrhein-Westfalen / Köln / Rhein-Erft-Kreis,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209468,"
Ich 34, berufserfahrener Bankkaufmann und Betriebswirt, suche ein Unternehmen zur Übernahme. Gerne auch in Form einer Nachfolge, bei der der ausscheidende Inhaber, den Übergabeprozess noch begleiten möchte. Eine Einmalsumme und/oder Gewinnbeteiligung ist denkbar. Wichtig ist ein stabiles Geschäftsfeld (d.h. keine Branchen mit langfristig schlechten Perspektiven) und eine solide finanzielle Basis. Mein Ziel ist es, ein profitables und solides Familienunternehmem aufzubauen bzw. fortzuführen, welches auch meine Lebenszeit überdauern soll.",Nordrhein-Westfalen > Köln > Rhein-Erft-Kreis,,Keine Angaben,Keine Angaben,über 50 - 250 Tsd. Euro,
16.07.2024,Brand- und Wasserschadensanierer sucht weitere Gewerke,#Nachfolge #Betriebsnachfolge #Übernahme #Wasserschaden #Brandschaden #Sanierungen #Firmenbeteiligung #Dachdecker #Fliesenleger #Raumausstatter #Maler #Stuckateure,Baden-Württemberg / Karlsruhe,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209472,"
Wir sind ein Brand-, Wasserschaden- und Elementarschaden-Sanierungsunternehmen mit zwei Standorten in Baden-Württemberg.

Unsere Aufträge erhalten wir in großen Teilen direkt von Versicherungsgesellschaften, Hausverwaltungen und/oder Wohnbauunternehmungen.

Unsere Leistungen sind hier z.B.:

- Leckageortung
- Demontagearbeiten
- Reinigungsarbeiten
- Trocknungsarbeiten
und in geringstem Maße Wiederaufbautätigkeiten.

Zur Verbesserung der Servicequalität und Ausbau unseres Angebotes suchen wir Firmen aus dem Bereich Wiederaufbau wie z.B. Maler, Dachdecker, Fliesenleger, Raumausstatter, Trockenbauer, Stuckateure, etc.

Die jeweiligen neuen Unternehmen sollen einen selbständigen Marktauftritt behalten. Aus diesem Grund würden wir gerne uns an Gesellschaften beteiligen, gerne auch Handwerksmeistern die Möglichkeit bieten, sich selbständig zu machen und/oder Unternehmen übernehmen, die über einen angestellten Meister verfügen.

Erfahrung in diesen Bereichen und Unternehmensformen liegt nachgewiesener Weise vor.
Wir freuen uns auf Ihre Kontaktaufnahme.",Baden-Württemberg > Karlsruhe,"Baugewerbe > Ausbau > Fliesen-, Platten- und Mosaikleger; Handwerk > Ausbaugewerbe > Maler und Lackierer; Baugewerbe > Ausbau > Stuckateure; Baugewerbe > Ausbau > Maler und Lackierer; Handwerk > Ausbaugewerbe > Raumausstatter; Handwerk > Ausbaugewerbe > Stuckateure; Handwerk > Bauhauptgewerbe > Dachdecker; Handwerk > Ausbaugewerbe > Fliesen-, Platten- und Mosaikleger; Handwerk > Ausbaugewerbe > Parkett- und Bodenleger",11 - 20 Beschäftigte,Keine Angaben,Keine Angaben,
16.07.2024,Wir suchen eine kleine oder mittelständische Luftfrachtspedition,Wir suchen zur Übernahme oder als Nachfolger ein alteingesessenes Unternehmen. Bei Interesse freuen wir uns um Ihre Rückmeldung.,Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209156,"
Unser Unternehmen wurde 1985 gegründet und der Dienstsitz ist in unmittelbarer Nähe des Frankfurter Flughafens. Unsere Aktiengesellschaft ist und bleibt im Familienbesitz. Zur Erweiterung unserer Aktivitäten suchen wir zur Übernahme oder als Nachfolger ein alteingesessenes Unternehmen mit internationaler Tätigkeit. Jedes Angebot wird streng vertraulich behandelt. Wir freuen uns auf Ihre Rückmeldung.",Hessen,,Keine Angaben,Keine Angaben,Keine Angaben,Ja
16.07.2024,Werbeagentur & Beratungsunternehmen suchen spannende Expansionsmöglichkeiten,"Unsere Namen sind Toby Joe Weber und Patrice Hempe, gemeinsam haben wir vor über 3,5 Jahren die HEBER Sales GmbH mit Sitz im schönen Berlin gegründet.",Brandenburg / Brandenburg Berlin / Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209360,"
Nachdem wir im Jahr 2021 unsere digitale Marketingagentur gegründet und im Jahr 2022 um eine Consultingsparte für Digitalisierungsprojekte erweitert haben, sind wir nun auf der Suche nach spannenden Expansionsmöglichkeiten in Berlin und Brandenburg. Durch unsere hohe Heimatverbundenheit und unsere Leidenschaft für das Unternehmertum möchten wir unsere Geschäftstätigkeiten nun gern weiter ausbauen. Hierfür suchen wir aber nicht nur nach branchennahen Unternehmungen, sondern ebenso auch nach spannenden branchenfremden Firmen, die bspw. einen Nachfolger in ihrer Geschäftsführung suchen oder schlichtweg Firmenanteile veräußern möchten. In erster Linie ist uns ein positives Betriebsklima und ein hervorragendes Verhältnis zu eventuellen Mitarbeitern wichtig. Wir legen sehr viel Wert auf die persönliche Komponente in unseren Geschäftsbeziehungen und möchten diesen Punkt auch zukünftig in unseren Unternehmenswerten verankert wissen.

Sollten Sie also auf der Suche nach einem potenziellen Nachfolger für Ihr Unternehmen sein, würden wir uns sehr über einen Austausch mit Ihnen freuen.",,"Dienstleistung; Gesundheits- und Sozialwesen; Land- und Forstwirtschaft, Fischerei; Information und Kommunikation; Gastgewerbe; Grundstücks- und Wohnungswesen; Infrastruktur; Bergbau und Gewinnung von Steinen und Erden; Handel; Handwerk; Baugewerbe; Kunst, Unterhaltung und Erholung; Verarbeitendes Gewerbe",Keine Angaben,Keine Angaben,über 250 - 500 Tsd. Euro,
16.07.2024,Kauf Unternehmen / Beteiligung – produzierendes Gewerbe / Dienstleister,Erfahrener Geschäftsführer im Mittelstand möchte ein Produktions- oder Dienstleistungsunternehmen in der Region Bodensee-Oberschwaben-Westallgäu erwerben und in die Zukunft führen.,Baden-Württemberg / Tübingen / Ravensburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209421,"
Meine hohe persönliche Identifikation mit dem, was ich mache und meine langjährige Erfahrung als Geschäftsführer einer mittelständischen Unternehmensgruppe haben dazu geführt, dass ich ein Unternehmen oder eine Unternehmensbeteiligung erwerben möchte.

In der Region Bodensee-Oberschwaben-Westallgäu verwurzelt, möchte ich mich auch in dieser Region unternehmerisch engagieren. Dabei suche ich ein strukturell gesundes, wirtschaftlich arbeitendes Unternehmen im Bereich des produzierenden Gewerbes oder im Dienstleistungsbereich. Eine von Wertschätzung und konstruktivem Arbeitsklima geprägte Unternehmenskultur ist für mich zentral.

Das Unternehmen wird vom bisherigen Gesellschafter-Geschäftsführer veräußert, der auch für eine geordnete Übergabe oder einen Übergangszeitraum begleitend zur Verfügung steht.

Als ausgebildeter Steuerberater und Wirtschaftsprüfer mit entsprechenden Einblicken in unterschiedliche Branchen (u.a. Automotive, Metallverarbeitung, Anlagen-/Maschinenbau), habe ich den Wechsel in die Industrie vollzogen und Geschäftsführungsaufgaben in einer mittelständischen Unternehmensgruppe (produzierendes Gewerbe: Kunststoffverarbeitung/ Elektro) übernommen. Neben den kaufmännisch administrativen Bereichen (Rechnungswesen, Steuern, Recht, Versicherungen, Finanzierung/Banken, Personal, Beteiligungen, IT) habe ich den Vertrieb sowie die Vermietung von Gewerbeimmobilien verantwortet.

Ich habe eine ausgeprägte Hands-on-Mentalität und verfüge über ein hohes Verantwortungsbewusstsein gegenüber den Mitarbeitern und Mitarbeiterinnen. Das Unternehmen möchte ich langfristig weiterführen und entwickeln.

Auch eine kurzfristig zu realisierende Nachfolge, z.B. zum 1.1.2025, ist für mich vorstellbar.",Baden-Württemberg > Tübingen > Ravensburg,,Keine Angaben,Keine Angaben,Keine Angaben,
15.07.2024,Suche kunststoffverarbeitenden Betrieb,Verkäufer gesucht: Kunststoffspritzguss mit eigenen Produkten und eigenem Werkzeugbau,Nordrhein-Westfalen / Arnsberg / Märkischer Kreis,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209214,"
Gesucht wird ein kunststoffverarbeitender Betrieb, der idealerweise Produkte im Bereich von Verpackungen/Bauhandwerksbereich oder vergleichbaren Branchen herstellt. Produkte für die Automobilbranche sollten möglichst keinen oder nur geringen Anteil am Gesamtumsatz haben.
Das Unternehmen sollte bereits viele Jahre auf dem Markt tätig sein und vorzugsweise eigene Produkte herstellen und vertreiben. Es sollten langfristige gesicherte Geschäftsbeziehungen zu einer breiten Kundenbasis bestehen. Eigener Werkzeugbau wäre von Vorteil. Der Käufer beabsichtigt, mindestens 51% der Geschäftsanteile zu übernehmen.",Nordrhein-Westfalen > Arnsberg > Märkischer Kreis,,Keine Angaben,Keine Angaben,"über 500 Tsd. - 2,5 Mio. Euro",Ja
12.07.2024,"Firma in Metallbau, Elektrotechnik, Sanitärtechnik oder Haustechnik gesucht","Firma in Metallbau, Elektrotechnik, Sanitärtechnik oder Haustechnik gesucht",Sachsen / Dresden,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209418,"
Wir sind auf der Suche nach einer etablierten Firma im Bereich Metallbau, Elektrotechnik, Sanitärtechnik oder Haustechnik zur Übernahme. Unser Fokus liegt auf einem Unternehmen mit einer starken Marktpräsenz, einer loyalen Kundenbasis und einem erfahrenen Team.

Über uns:
Wir sind ein wirtschaftlich und praktisch erfahrenes, regionales Zweierteam mit dem Ziel, erfolgreich eine eigene Existenz langfristig aufzubauen. Unser Ansatz basiert auf nachhaltigem Wachstum und der Wertschätzung bestehender Unternehmenskultur, Mitarbeiter und des Kunden-/Lieferantenstammes.

Anforderungen an das Unternehmen:
- Langjährige Marktpräsenz und stabile Kundenbeziehungen
- Technisches Know-how und hohe Qualitätsstandards
- Gut etabliertes Team mit Fachkompetenz
- Potenzial für weiteres Wachstum und Entwicklung

Ein Teil unseres Teams hat vor etwas mehr als einem Jahr aus familiären Gründen einen kleinen Handwerksbetrieb übernommen. Der andere Teil des Teams hat sich von der Leidenschaft des Handwerks mitreißen lassen. Aus diesem Grunde möchten wir uns branchenübergreifend im Handwerk erweitern, um Synergien und Mehrwert in unserer Region zu erhalten und auszubauen.",Sachsen > Dresden,Handwerk > Handwerke für den gewerblichen Bedarf > Metallbauer und Feinwerkmechaniker; Verarbeitendes Gewerbe > Herstellung von elektronischen und optischen Erzeugnisse > Elektronische Bauelemente und Leiterplatten; Handwerk > Ausbaugewerbe > Installateur und Heizungsbauer; Verarbeitendes Gewerbe > Metallerzeugung und -verarbeitung > Metallbauer und Feinwerkmechaniker,Keine Angaben,über 250 - 500 Tsd. Euro,Keine Angaben,
12.07.2024,Die Zukunft für Ihr Unternehmen!,Lassen Sie uns gemeinsam Ihr Lebenswerk sichern und zukunftsfähig aufstellen.,Baden-Württemberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208373,"
Stecken Sie auch gerade in dem Dilemma, dass Sie ihr Lebenswerk so langsam abgeben möchten oder schweren Herzens müssen?
Dann suche ich genau Sie!
Nach einer langjährigen Berufstätigkeit sowohl in Konzernen als auch in kleinen und mittelständischen Betrieben suche ich eine neue Herausforderung, in die ich mit größter Wertschätzung für Ihr Lebenswerk mein Können und meine Stärken in verantwortlicher Position einbringen kann. Meine Berufs- und Lebenserfahrung aus Rollen mit und ohne Führungsverantwortung sowie meine Qualifikation als Coach und Zukunftstrainerin bieten Ihnen bestmögliche Voraussetzungen, für ihr Unternehmen eine zukunftsfähige Weiterzuführung zu sichern.

Folgende Voraussetzungen sollte Ihr Unternehmen erfüllen:
- mehr als ein 1-Mensch-Betrieb
- kein Ladengeschäft
- keine Gastronomie
- maximal 10 Mio€ Jahresumsatz
- eine solide und gesunde Geschäftshistorie
- idealerweise im Allgäu, in der Region Bodensee oder im südlichen Schwarzwald angesiedelt

Ich freue mich darauf, Sie kennenzulernen und mit Ihnen gemeinsam herauszufinden, ob wir zusammenpassen!",Baden-Württemberg,,Keine Angaben,über 250 - 500 Tsd. Euro,Keine Angaben,
11.07.2024,Großhandel und/oder Produktion (B2B/B2C) für medizinische Produkte,"Wir entwickeln, produzieren und vertreiben global seit Jahrzehnten qualitativ hochwertige Produkte (IVD). Wir haben Interesse an etablierten Unternehmen mit eigenen Produkten.",Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209039,"
Zur Ergänzung unseres Produktportfolio möchten wir zukünftig nicht nur auf organische Weiterentwicklung setzen, sondern auch Kaufgelegenheiten etablierter Unternehmen im Bereich Zytologie, Pathologie und Histologie wahrnehmen.

Unsere Kriterien:
1. Eigenes Produktsortiment
2. Guter Kundenstamm
3. Wachstumspotenzial

Wir freuen uns auf aussagekräftige Angebote und sind offen für weiterführende Gespräche.",Hessen,,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,
11.07.2024,Nachfolger mit Digital- und Führungsexpertise sucht Unternehmen zur Übernahme,Handwerksmeister und Ingenieur mit Erfahrung und digitaler Expertise sucht etabliertes Unternehmen im Bereich Gebäudemanagement oder Handwerk zur Übernahme und nachhaltigen Weiterentwicklung.,Berlin / Berlin / Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209371,"
Was suche ich?:

- Ein profitables und stabiles Unternehmen
- Branchenoffen, mit einer Präferenz für Gebäudemanagement oder Handwerksunternehmen
- Unternehmen mit Potenzial für Digitalisierung und Wachstum
- Eine Finanzierung durch teilweise Verkäuferdarlehen wird bevorzugt

Wo suche ich?:

- Berlin
- Brandenburg

Über mich:

Als erfahrener Handwerksmeister und B.Eng. habe ich über mehrere Jahre hinweg in leitenden Positionen gearbeitet und sowohl Personal geführt und gefördert als auch kaufmännische Verantwortung getragen. Mein fundiertes Verständnis betriebswirtschaftlicher Zusammenhänge ermöglicht es mir, strategische Entscheidungen zum Vorteil des Unternehmens zu treffen.

Ich bin besonders stark in der Digitalisierung von Geschäftsprozessen und habe erfolgreich Digitalisierungsprojekte implementiert, die Unternehmen nachhaltig transformiert und wachsen lassen. Meine Expertise liegt zudem im Bereich Immobilien, insbesondere in der Bewirtschaftung, Instandhaltung, Entwicklung und Durchführung von Bauprojekten.

Ich suche nach einem Betrieb, den ich langfristig entwickeln und erfolgreich führen kann, indem ich meine Fähigkeiten und Erfahrungen einbringe.",Berlin > Berlin > Berlin,,Keine Angaben,Keine Angaben,Keine Angaben,
11.07.2024,"Unternehmen aus dem Bereich Stahl-, Anlagen- und Industriebau","Unternehmen aus dem Bereich Stahl-, Anlagen- und Industriebau",Hessen Schleswig-Holstein Niedersachsen Rheinland-Pfalz Bremen Nordrhein-Westfalen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=201883,"
Wir suchen für ein vor über 50 Jahren gegründetes international tätiges Unternehmen aus dem Bereich Stahl-, Anlagen- und Industriebau weitere Unternehmen zum Kauf.


Gesucht werden Unternehmen in der Tätigkeit

• Stahlhallen und Stahlkonstruktionen für Gewerbe und Industrie

• Stahlsonderkonstruktionen

• Blechverarbeitung

• Krananlagen

• Fassadenbau


Die Unternehmen sollten einen Mindestumsatz von 2,0 Mio. € p. a. erzielen und in den Postleitzahlengebieten 3 bis 5 liegen.",,,Keine Angaben,Keine Angaben,Keine Angaben,
11.07.2024,Property Manager sucht bestehende Hausverwaltung gewerblicher Liegenschaften,"Sie wollen die Verwaltung einzelner Mandate oder die gesamte Hausverwaltung von Gewerbeobjekten (Büro, Lager, Logistik, Einzelhandel) an einen Nachfolger abgeben? Dann sollten wir in Kontakt treten.","Sachsen / Leipzig / Leipzig, Stadt",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209380,"
Wer sind wir?
Unser Unternehmen, die ARKOS Property Management GmbH, wurde vor fast 5 Jahren gegründet und verwaltet ausschließlich gewerblich genutzte Immobilien. In dem aktuell verwalteten Portfolio befinden sich hauptsächlich Bürogebäude, Lager- und sog. Light Industrial-Objekte. Die Leistungen für die jeweiligen Gebäudeeigentümer erstrecken sich auf die kaufmännische und die technische Objektbetreuung. Die verwalteten Objekte befinden sich in verschiedenen Bundesländern. Unser Team besteht aus insgesamt 6 erfahrenen und sehr gut ausgebildeten Mitgliedern und unser Standort ist im Herzen von Leipzig.

Was sind unsere Ziele?
- Optimale Umsetzung der uns übertragenen Verwaltungsmandate
- Expansion in der Region Mitteldeutschland
- Kontinuierliche Ausbildung von jungen Fachkräften
- Förderung der Vereinbarkeit von Familie und Beruf
- Anstreben eines ausgewogenen Verhältnisses zwischen wirtschaftlichen und ökologischen Erfordernissen

Was suchen wir?
Wir sind an dem Erwerb von bestehenden Property Management Dienstleistern bzw. der Übernahme von Verwaltungsmandaten betreffend gewerblicher Liegenschaften interessiert. Der Fokus ist dabei auf Immobilien im mitteldeutschen Raum (Sachsen, Sachsen-Anhalt, Thüringen) sowie Berlin, Brandenburg gerichtet, aber nicht zwingend darauf begrenzt.

Wie sollte eine Übernahme ablaufen?
Wir sind nicht auf ein bestimmtes Verfahren festgelegt und können auf die individuellen Bedürfnisse des Verkäufers eingehen. Eine sorgfältige Planung des Übernahmeprozesses und eine gute Kommunikation liegt im Interesse aller Beteiligter und sollte daher angestrebt werden.","Sachsen > Leipzig > Leipzig, Stadt",Grundstücks- und Wohnungswesen; Dienstleistung > Sonstige Dienstleistungen > Sonstige,Keine Angaben,Keine Angaben,Keine Angaben,
11.07.2024,Erfahrener Ingenieur sucht Handwerksbetrieb oder Ingenieurbüro im Bereich TGA,"Diplom Ingenieur mit Meisterausbildung, 48 Jahre alt und wohnhaft in Wuppertal, sucht Handwerksbetrieb oder Ingenieurbüro im Bereich TGA. Auch der Erwerb von Geschäftsanteilen ist möglich.",Nordrhein-Westfalen / Düsseldorf,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209322,"
Ich bin ein erfahrener Ingenieur mit einer Meisterausbildung im Bereich TGA. Mit meiner umfassenden fachlichen Expertise und praktischen Erfahrung bin ich bereit, eine führende Rolle in einem Handwerksbetrieb oder Ingenieurbüro zu übernehmen.
Mein Fokus liegt auf Handwerksbetrieben oder Ingenieurbüros, die im Bereich der Technischen Gebäudeausrüstung tätig sind.
Eine flexible und strukturierte Übergabe wird bevorzugt. Ich bin bereit, eine begleitende Einarbeitungsphase zu durchlaufen, um einen reibungslosen Übergang zu gewährleisten.
Primär wird ein Unternehmen in Wuppertal und der näheren Umgebung gesucht, es können jedoch auch Angebote aus dem weiteren Umkreis von Nordrhein-Westfalen berücksichtigt werden.
Ich stehe innerhalb von 1-3 Monaten zur Verfügung und bin bereit, mich auch kurzfristig in die neue Aufgabe einzuarbeiten.
Für eine erste Kontaktaufnahme und weitere Informationen stehe ich über E-Mail und Telefon zur Verfügung.",Nordrhein-Westfalen > Düsseldorf,,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,Ja
10.07.2024,Gesucht: Maklerbestand Großraum Nürnberg,Gesucht wird ein gepflegter Versicherungsmaklerbestand in der Region Bayern bzw. Großraum Nürnberg.,Bayern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209314,"
Angestrebt ist ein Assetdeal (einfache Bestandsübertragung mittels Freigabeerklärung) - Der Kauf von Firmenanteilen ist nicht gewünscht.
Gewünschtes Vorgehen:
1. Melden Sie sich einfach auf das Inserat
2. Informationsaustausch (Was genau wird erwartet - Was genau wird geboten)
3. Unsere Vorstellungen stimmen überein? Dann freue ich mich auf ein persönliches Gespräch!
4. Einigung und Abschluss des Geschäfts

Sie sind interessiert?
Ich freue mich auf Ihre Nachricht!",Bayern,,Keine Angaben,Keine Angaben,Keine Angaben,
10.07.2024,"Suche Lebensmittelhersteller, die einen Nachfolger suchen","Ich bin seit 26 Jahren in der Lebensmittelherstellung (Nestlé international; KMU), vorwiegend im operativen Bereich. Suche ein KMU für einen Management Buy In.",Baden-Württemberg / Freiburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209349,"
Was kann ich anbieten:
_26 Jahre FMCG-Erfahrung (21 Jahre Nestlé & 5 Jahre KMU) im operativen Geschäft (Produktion)
- Fabrikleiter
- COO
_4 Sprachen: Deutsch; Englisch; Französisch; Spanisch

Was wird gesucht:
_KMU mit eigener Produktion oder Co-Manufacturing
_FMCG-Bereich: Lebensmittelherstellung

Wo:
_Freiburg (Umkreis: +50km); auch Schweiz (Basel)",Baden-Württemberg > Freiburg,,Keine Angaben,Keine Angaben,Keine Angaben,
10.07.2024,Raum Münster/Warendorf/Coesfeld: Elektrobetrieb gesucht,Anz.-Nr. MSN2843: In Münster oder den Kreisen Warendorf und Coesfeld wird ein Elektrobetrieb zur Übernahme gesucht.,Nordrhein-Westfalen / Münster / Warendorf Nordrhein-Westfalen / Münster / Coesfeld Nordrhein-Westfalen / Münster / Münster,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209358,"
Anz.-Nr. MSN2843: In Münster oder den Kreisen Warendorf und Coesfeld wird ein Elektrobetrieb zur Übernahme gesucht.",,Handwerk > Ausbaugewerbe > Elektrotechniker; Baugewerbe > Bauinstallation > Elektroinstallation; Baugewerbe > Ausbau > Elektrotechniker,Keine Angaben,Keine Angaben,Keine Angaben,
10.07.2024,Bauleiter sucht Unternehmen zur Nachfolge,"Ich suche ein etabliertes Unternehmen mit einem soliden Geschäftsmodell und qualifizierten, Mitarbeitern, welches ohne Nachfolger ist.",Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209345,"
Nach einigen Jahren als angestellter Bauleiter wäre eine eigene Unternehmertätigkeit für mich eine absolute Wunscherfüllung. Ich bin jetzt 29 Jahre alt und möchte gerne einige Jahre mit Ihnen zusammen in diese neue Rolle hineinwachsen, um sie dann entsprechend zu übernehmen.

Zu bieten habe ich ein Masterstudium im technischen Bereich, unternehmerische Erfahrung durch bereits abgeschlossene Projekte und Auslandskontakte sowie gute Menschenkenntnis. Vor allem bin ich ein sehr guter Teamplayer, der Lust und Motivation auf die mögliche neue Reise hat, sowie die Lust immer wieder selbst anzupacken.

Alle Branchen sind erwünscht, örtlich wird Hessen bzw. das Rhein-Main-Gebiet bevorzugt.",Hessen,Dienstleistung; Baugewerbe; Information und Kommunikation; Grundstücks- und Wohnungswesen; Infrastruktur; Handel; Handwerk,Keine Angaben,Keine Angaben,Keine Angaben,
09.07.2024,Suche Unternehmen im Garten- und Landschaftsbau zur Nachfolge,Junger Unternehmer mit abgeschlossenem Masterstudium im Bereich Unternehmensführung sucht GaLaBau Unternehmen zur Übernahme als Nachfolge o.Ä.,Hamburg / Hamburg / Hamburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209334,"
Ich bin auf der Suche nach einem Betrieb im GaLaBau im Bereich Hamburg und Umgebung.

Meinen beruflichen Hintergrund habe ich im betriebswirtschaftlichen Bereich in Umgebung eines globalen Konzerns. Nun will ich mich jedoch umorientieren in eine handwerkliche und kreative Richtung. Aufgrund meines erfolgreich abgeschlossenem Masterstudiums im Bereich Unternehmensführung habe ich ein breites theoretisches Wissen zur Leitung und Führung eines Unternehmens, sowie dessen Mitarbeiter.

Mein Ziel für einen potenziellen Betrieb wäre der Ausbau einer starken Marke in der Region, um Aufträge zu gewährleisten, sowie aktuelle Mitarbeiter zu halten und neue Mitarbeiter zu gewinnen. Darüber hinaus wäre eine Ausweitung der aktuellen Tätigkeiten hin zu Trends im Bereich der Gebäudebegrünung denkbar.",Hamburg > Hamburg > Hamburg,"Land- und Forstwirtschaft, Fischerei; Baugewerbe > Sonstige",Keine Angaben,Keine Angaben,Keine Angaben,
09.07.2024,Interessante Hausverwaltung gesucht,Immobilienverwaltung sucht passende Hausverwaltung zur Erweiterung ihres Wirkungskreises.,"Baden-Württemberg / Stuttgart Baden-Württemberg / Stuttgart / Heilbronn, Landkreis Baden-Württemberg / Stuttgart / Hohenlohekreis Baden-Württemberg / Stuttgart / Heilbronn, Stadt Baden-Württemberg / Stuttgart / Ludwigsburg",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209264,"
Sie möchten Ihre Hausverwaltung in gute Hände abgeben oder Ihren Bestand reduzieren? Dann sind Sie bei uns richtig. Wir suchen eine Hausverwaltung und Bestände zur Übernahme und Eingliederung in unsere Immobilienverwaltung im Großraum Heilbronn-Ludwigsburg ab sofort und auch gerne perspektivisch. Hierbei gehen wir behutsam vor und legen großen Wert auf Beständigkeit.
Nehmen Sie mit uns Kontakt auf und erfahren Sie mehr.",,,Keine Angaben,Keine Angaben,Keine Angaben,
09.07.2024,Elektrotechnik-Ingenieur sucht Betrieb zur Übernahme,Angestellter Elektrotechnik-Ingenieur mit über 15 Jahren Erfahrung in der Mitarbeiterführung sucht neue Herausforderung.,"Niedersachsen / Weser-Ems / Osnabrück, Landkreis",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209324,"
Angestellter Elektrotechnik-Ingenieur mit über 15 Jahren Erfahrung in der Mitarbeiterführung sucht neue Herausforderung. Die Motivation liegt in der aufkommenden Energiewende und sich daraus ergebenden Chancen zur Digitalisierung.","Niedersachsen > Weser-Ems > Osnabrück, Landkreis",,Keine Angaben,Keine Angaben,Keine Angaben,
