matching_keywords,matching_locations,buyer_name,buyer_title,buyer_summary,buyer_long_description,buyer_location,buyer_industry,buyer_contact,seller_id,seller_title,seller_summary,seller_long_description,seller_location,seller_industry,seller_contact
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Gesucht wird ein Friseursalon in Dortmund zur Übernahme ab sofort,"Erfahrene Friseurmeisterin und Make-up-Artistin sucht im Bereich Dortmund einen Salon, um einen attraktiven Schönheitssalon zu eröffnen, der sowohl Damen als auch Herren anspricht.","
Mein Ziel ist es, einen Ort zu schaffen, an dem sich jeder willkommen fühlt und individuelle Bedürfnisse im Mittelpunkt stehen. Geboten wird ein umfassendes Angebot von Haarschnitten bis hin zu professionellem Make-up. Mit meiner Leidenschaft für Qualität und Kundenzufriedenheit freue ich mich darauf, meine Expertise in einem eigenen Salon einzubringen. Ich bin offen für Gespräche über mögliche Übernahmen und freue mich auf neue Möglichkeiten.",Nordrhein-Westfalen / Arnsberg / Dortmund,,,Unknown,Gutgehender Friseursalon im oberen Marktsegment in Dortmund sucht Nachfolger,Ein erfolgreich am Markt agierender Friseursalon mit Stammkundschaft sucht aus privaten Gründen einen Nachfolger.,"
*Liebe Interessenten, bitte beachten Sie unseren Hinweis am Ende des Inserates!

Ein erfolgreich am Markt agierender Friseursalon mit Stammkundschaft sucht einen
Nachfolger. Der Salon bietet seine Dienstleistung im oberen Preissegment an. Der
kleine, aber feine Salon, 42 qm groß, modern eingerichtet, liegt in einer Seitenstraße
und bietet einem Gründer/Übernehmer ideale Bedingungen. Der Salon verfügt über 6
Bedienplätzen sowie 2 Rückwärtswaschbecken mit Massagefunktion, Rezeption und
großzügiges Labor. Der Salon kann zeitnah übernommen werden.

*Wichtiger Hinweis: Bitte nutzen Sie in Ihrer Interessensbekundung die entsprechenden Freifelder für die erforderlichen Informationen (Qualifikation, Berufserfahrung, Mitteilung/Motivationsbekundung an den Inhaber). Nur so ist es dem Betriebsinhaber möglich, eine erste Einschätzung Ihrer Person und Ihrer Eignung vorzunehmen und mit Ihnen in Kontakt zu treten. Wenn Sie Beratung bzgl. Betriebsübernahme wünschen, melden Sie sich gerne bei uns. (Kontaktdaten siehe rechts)",Nordrhein-Westfalen / Arnsberg / Dortmund,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209403
Malerfirma,stuttgart,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Gesucht wird ein Friseursalon in Dortmund zur Übernahme ab sofort,"Erfahrene Friseurmeisterin und Make-up-Artistin sucht im Bereich Dortmund einen Salon, um einen attraktiven Schönheitssalon zu eröffnen, der sowohl Damen als auch Herren anspricht.","
Mein Ziel ist es, einen Ort zu schaffen, an dem sich jeder willkommen fühlt und individuelle Bedürfnisse im Mittelpunkt stehen. Geboten wird ein umfassendes Angebot von Haarschnitten bis hin zu professionellem Make-up. Mit meiner Leidenschaft für Qualität und Kundenzufriedenheit freue ich mich darauf, meine Expertise in einem eigenen Salon einzubringen. Ich bin offen für Gespräche über mögliche Übernahmen und freue mich auf neue Möglichkeiten.",Nordrhein-Westfalen / Arnsberg / Dortmund,,,Unknown,Friseursalon in 44147 Dortmund,Aus Altersgründen steht ein 70 qm großer Friseursalon zur Übergabe an,"
*Liebe Interessenten, bitte beachten Sie unseren Hinweis am Ende des Inserates!

In 44147 Dortmund, Nähe Schützenstraße, wird ein 70 qm großer Friseursalon zur Übergabe angeboten. 2 Schaufenster, Parkmöglichkeiten vor der Tür (kostenfrei).

*Wichtiger Hinweis: Bitte nutzen Sie in Ihrer Interessensbekundung die entsprechenden Freifelder für die erforderlichen Informationen (Qualifikation, Berufserfahrung, Mitteilung/Motivationsbekundung an den Inhaber). Nur so ist es dem Betriebsinhaber möglich, eine erste Einschätzung Ihrer Person und Ihrer Eignung vorzunehmen und mit Ihnen in Kontakt zu treten. Wenn Sie Beratung bzgl. Betriebsübernahme wünschen, melden Sie sich gerne bei uns. (Kontaktdaten siehe rechts)",Nordrhein-Westfalen / Arnsberg / Dortmund,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209326
Malerfirma,nordrhein-westfalen,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Gesucht wird ein Friseursalon in Dortmund zur Übernahme ab sofort,"Erfahrene Friseurmeisterin und Make-up-Artistin sucht im Bereich Dortmund einen Salon, um einen attraktiven Schönheitssalon zu eröffnen, der sowohl Damen als auch Herren anspricht.","
Mein Ziel ist es, einen Ort zu schaffen, an dem sich jeder willkommen fühlt und individuelle Bedürfnisse im Mittelpunkt stehen. Geboten wird ein umfassendes Angebot von Haarschnitten bis hin zu professionellem Make-up. Mit meiner Leidenschaft für Qualität und Kundenzufriedenheit freue ich mich darauf, meine Expertise in einem eigenen Salon einzubringen. Ich bin offen für Gespräche über mögliche Übernahmen und freue mich auf neue Möglichkeiten.",Nordrhein-Westfalen / Arnsberg / Dortmund,,,Unknown,Moderner Friseursalon mit gemütlicher Atmosphäre zu verkaufen,"Friseursalon in schöner Lage , Vorort von Dortmund zuverkaufen .","
*Liebe Interessenten, bitte beachten Sie unseren Hinweis am Ende des Inserates!

Friseursalon zu verkaufen, Größe - 60 qm , 6 Bedienplätze, 2 schwenkbare Rückwärtswaschanlagen ,
2 Warteplätze ,moderne Einrichtung in gemütlicher Atmosphäre Top Zustand. Die Gewerblichen Räume sind mit Klimaanlage,Personalraum ,WC und Fußbodenheizung sowie 2 großen Schaufenstern ausgestattet. Die Miete beträgt 600,00 Euro plus Nebenkosten.
Die Kaufsumme für die Saloneinrichtung (Inventar )und Kundenstamm ist auf Verhandlungsbasis (VB)

*Wichtiger Hinweis: Bitte nutzen Sie in Ihrer Interessensbekundung die entsprechenden Freifelder für die erforderlichen Informationen (Qualifikation, Berufserfahrung, Mitteilung/Motivationsbekundung an den Inhaber). Nur so ist es dem Betriebsinhaber möglich, eine erste Einschätzung Ihrer Person und Ihrer Eignung vorzunehmen und mit Ihnen in Kontakt zu treten. Wenn Sie Beratung bzgl. Betriebsübernahme wünschen, melden Sie sich gerne bei uns. (Kontaktdaten siehe rechts)",Nordrhein-Westfalen / Arnsberg / Dortmund,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=206390
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Gesucht wird ein Friseursalon in Dortmund zur Übernahme ab sofort,"Erfahrene Friseurmeisterin und Make-up-Artistin sucht im Bereich Dortmund einen Salon, um einen attraktiven Schönheitssalon zu eröffnen, der sowohl Damen als auch Herren anspricht.","
Mein Ziel ist es, einen Ort zu schaffen, an dem sich jeder willkommen fühlt und individuelle Bedürfnisse im Mittelpunkt stehen. Geboten wird ein umfassendes Angebot von Haarschnitten bis hin zu professionellem Make-up. Mit meiner Leidenschaft für Qualität und Kundenzufriedenheit freue ich mich darauf, meine Expertise in einem eigenen Salon einzubringen. Ich bin offen für Gespräche über mögliche Übernahmen und freue mich auf neue Möglichkeiten.",Nordrhein-Westfalen / Arnsberg / Dortmund,,,Unknown,Erfolgreicher Friseursalon in Dortmund - Innenstadt Süd - sucht engagierten Nachfolger*in,In der Dortmunder Innenstadt Süd sucht ein erfolgreicher Friseursalon einen Nachfolger*in,"
*Liebe Interessenten, bitte beachten Sie unseren Hinweis am Ende des Inserates!

Ein seit über 30 Jahren erfolgreich am Markt agierender Friseursalon in der Dortmunder Innenstadt Süd sucht aus Altersgründen einen engagierten Nachfolger/eine Nachfolgerin. Der Friseursalon ist ca. 65 qm groß, frisch renoviert mit glatt verputzten Wänden und ist modern und zeitlos eingerichtet. Neben dem Empfangsbereich sind 5 Bedienplätze sowie 2 Rückwaschbecken im Salon vorhanden.
Ein langjähriger, guter Kundenstamm ist dem Salon treu. Neben modernen klassischen Haarschnitten werden im Salon viele Colorationen von den Kunden nachgefragt. Zwei Mitarbeiterinnen können gerne übernommen werden. Der Zeitpunkt der Übergabe kann flexibel gestaltet werden. Der Kaufpreis ist verhandelbar.

*Wichtiger Hinweis: Bitte nutzen Sie in Ihrer Interessensbekundung die entsprechenden Freifelder für die erforderlichen Informationen (Qualifikation, Berufserfahrung, Mitteilung/Motivationsbekundung an den Inhaber). Nur so ist es dem Betriebsinhaber möglich, eine erste Einschätzung Ihrer Person und Ihrer Eignung vorzunehmen und mit Ihnen in Kontakt zu treten. Wenn Sie Beratung bzgl. Betriebsübernahme wünschen, melden Sie sich gerne bei uns. (Kontaktdaten siehe rechts)",Nordrhein-Westfalen / Arnsberg / Dortmund,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=205968
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Zukauf / Übernahme / Erweiterung,"Erweiterung des Unternehmens im Bereich Kälte- und Klimatechnik, Heizungs- und Lüftungsbau inkl. Wärmepumpe.","
Wir sind ein mittelgrosses Handwerksunternehmen aus dem Bereich Kälte, Klima, Lüftung
und Wärmetechnik und arbeiten vornehmlich für Industrie- und gewerbliche, aber auch
ausgewählte Privatkunden.

Unser Portfolio reicht von der Installation von Klimaanlagen im Privatbereich bis zu grossen VRV/VRF-Systemen für Industrie, Kaltwasseranwendungen für Industrie und
Gewerbe, Lüftungsanlagen für Gewerbliche Anwendungen, Absaugungen, Heizungs- und Wärmepumpeninstallationen, sowie allgemeinen Installation in der Industrie.

Um zukünftig weiterhin erfolgreich am Markt agieren zu könne und diese Position noch
weiter auszubauen möchten wir das Unternehmen gerne erweitern. Das kann durch Kooperation, Zukauf, Übernahme, Einstieg eines Einzelnen o.Ä. erfolgen.

Zur Ausweitung unserer Marktposition und strategischen Erweiterung des
bestehenden Unternehmens suchen wir kleine bis mittelgrosse Unternehmen im
Bereich Kälte- und Klimatechnik, Heizungs- und Lüftungsbau inkl. Wärmepumpe
oder auch Elektrotechnik.

Bei Interesse gerne unter den entsprechenden Kontaktdaten melden.",Nordrhein-Westfalen / Arnsberg / Märkischer Kreis,,,Unknown,Elektroinstallationsfirma in Hagen sucht Nachfolger,Das seit über 50 Jahren erfolgreich am Markt tätige Unternehmen sucht Nachfolger.,"
*Liebe Interessenten, bitte beachten Sie unseren Hinweis am Ende des Inserates!

Das seit über 30 Jahren erfolgreich am Markt tätige Unternehmen sucht Nachfolger.
Wir bieten unser etabliertes, seit über 50 Jahre am Markt bestehendes Unternehmen an.
Großer Kundenstamm, der sich zu gleichen Teilen aus
Geschäfts – und Privatkunden zusammensetzt. Angemietete Geschäftsräume (mit großen Stellplätzen Lagermöglichkeiten - eigener Fuhrpark )
Das Produkt- und Leistungsspektrum umfasst die gesamte Palette der Elektrotechnik von der Planung über die Neuinstallation bis zur Wartung in Industrie- und Privatanlagen sowie PV Anlagen.
Zu den Stärken des Unternehmens sind neben dem exzellenten technischen Know-how auch die Zuverlässigkeit und gute Qualität der angebotenen Leistungen zu nennen.
Unser Firma hat einen ausgezeichneter Ruf, gestützt durch zahlreiche positive Google Bewertungen, die für sich sprechen.

*Wichtiger Hinweis: Bitte nutzen Sie in Ihrer Interessensbekundung die entsprechenden Freifelder für die erforderlichen Informationen (Qualifikation, Berufserfahrung, Mitteilung/Motivationsbekundung an den Inhaber). Nur so ist es dem Betriebsinhaber möglich, eine erste Einschätzung Ihrer Person und Ihrer Eignung vorzunehmen und mit Ihnen in Kontakt zu treten. Wenn Sie Beratung bzgl. Betriebsübernahme wünschen, melden Sie sich gerne bei uns. (Kontaktdaten siehe rechts)",Nordrhein-Westfalen / Arnsberg / Hagen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=207690
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Erfolgreichen und etablierten Dachdeckermeisterbetrieb gesucht,Erfahrener Dachdeckermeister sucht etablierten Betrieb zur Übernahme. Solider Kundenstamm und qualifizierte Mitarbeiter sind wünschenswert. Ziel: Nahtlose Fortführung und Wachstum.,"
Ich, Dachdeckermeister mit langjähriger Erfahrung in der Branche, bin auf der Suche nach einem etablierten und erfolgreichen Dachdeckerbetrieb zur Übernahme. Mein Ziel ist es, einen Betrieb zu finden, der eine solide Marktposition, einen stabilen Kundenstamm und qualifizierte Mitarbeiter besitzt, um diesen nahtlos weiterzuführen und nachhaltig weiterzuentwickeln.

Was ich suche:
Einen erfolgreichen und etablierten Dachdeckerbetrieb, der eine starke Marktposition innehat.
Einen stabilen und loyalen Kundenstamm, der dem Unternehmen über Jahre hinweg Vertrauen entgegenbringt.
Ein eingespieltes Team aus qualifizierten Mitarbeitern, die den Betrieb tatkräftig unterstützen und fachlich kompetent sind.
Betriebsräume und Werkzeuge, die eine reibungslose Fortführung der Geschäfte ermöglichen.

Meine Ziele:
Ich beabsichtige, den Betrieb nach der Übernahme nahtlos weiterzuführen und ihn strategisch weiter auszubauen. Dabei steht für mich die nachhaltige Entwicklung des Unternehmens im Vordergrund. Durch gezielte Investitionen und innovative Ansätze möchte ich das Leistungsportfolio erweitern und den Betrieb langfristig erfolgreich führen.

Mein Vorgehen:
Sollte Ihr Unternehmen meinen Vorstellungen entsprechen, möchte ich gerne in einem persönlichen Gespräch die Möglichkeiten einer Betriebsübernahme erörtern. Mein Ziel ist es, den Übergang so reibungslos wie möglich zu gestalten, um sowohl Ihre Kunden als auch Ihre Mitarbeiter bestmöglich zu unterstützen und das Vertrauen, das Sie über die Jahre aufgebaut haben, zu bewahren.

Ich freue mich auf Ihre Kontaktaufnahme und darauf, gemeinsam über die Zukunft Ihres Betriebs zu sprechen.",Nordrhein-Westfalen / Köln / Köln Nordrhein-Westfalen / Köln / Rhein-Erft-Kreis Nordrhein-Westfalen / Köln / Rhein-Sieg-Kreis,,,Unknown,Erfolgreicher Dachdeckerbetrieb sucht Meister/Jungmeister zur Übernahme/Nachfolg,Dachdeckerbetrieb sucht Dachdeckermeister oder Unternehmer zur kurz-bis mittelfristigen Kooperation und zur späteren Übernahme.,"
Gut laufendes Dachdeckerunternehmen seit 2014
Als Einzelunternehmer in Köln rechtsrheinisch.
Sucht Nachfolger und neuen Geschäftsführer !
Ich suche für meinen Betrieb einen Käufer der eine profitable Selbstständigkeit anstrebt oder zur strategischen Erweiterung für einen anderen Dachdeckerbetrieb.
Eine direkte vollständige Verkauf/Übernahme des Betriebs ist ebenfalls möglich und wünschenswert, aus persönlichen Gründen !
Meine Persönliche Unterstützung und Einarbeitung von ca. 1 Jahr kann mit angeboten werden !
Gute Verkehrs Anbindung!
Guter Kundenstamm mit einer bis zu
6-monatigen ausgelastet Auftragslage
( Bereits unterschrieben Aufträge Volumen von 500.K )
Tätigkeiten für Hausverwaltungen und Privatkunden.
Top Internet Präsens,
Webseite, 5 - Sterne Bewertungen bei Google.

Betrieb ist im Gewerbegebiet.
Gewerbehof ist mit weiteren anderen betrieben genutzt:
Werkstatt ist eigenständig! Und angemietet.
Mietvertrag alle 5- Jahre verlängert!

Der Hof wird über Nacht abgeschlossen.
Werkstatt / Halle mit Büro (Dachdeckerprogram ) Aufenthaltsraum
und WC insgesamt: 160m2
Außenbereich mit Überdachung für Fahrzeuge und Materialien sowie 3 Container Stellplätze
Insgesamt: 280m2

4 Firmenfahrzeuge in guten Zustand
Einen 2t Anhänger, 2- Elektro Lift,
Mehr als 500m2 Eigenes Gerüst, Regale für Materialien.

Kantbänke, Schlagscheren, Profiliermaschine
Sämtliche klein Maschinen und Werkzeuge.

Mitarbeiterzahl zwischen 5-7 inkl. Azubis

Alles Fahrzeuge sind komplett mit Werkzeug und Maschinen ausgestattet sowie alle Fahrzeuge Regale, Dachlastenkorb und Anhängerkupplung besitzen.

Jahresumsatz der letzen Jahre
zwischen Ca. 700.000€ - 825.000€

Gewinne nach Steuern zwischen 150.000-200.000€

Gerne können Sie bei Interesse * Ihre E-Mail Adresse und Ihre Telefonnummer hinterlassen",Nordrhein-Westfalen / Köln / Köln,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=204393
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Zerspanungsunternehmen zur zeitnahen Übernahme in Oberfranken,"Erfahrener Projektleiter und Führungskraft sucht ein Zerspanungsunternehmen/Maschinenbauer (Lohnfertiger mit Dreh- und Fräsmaschinen) in den Landkreisen Hof, Bayreuth und Kulmbach zur Übernahme.","
Sehr geehrte Damen und Herren,

ich bin ein erfahrener Projektleiter und Führungskraft und suche ein Zerspanungsunternehmen oder einen Maschinenbauer im Bereich der Lohnfertigung, das idealerweise über einen Maschinenpark mit Dreh- und Fräsmaschinen verfügt. Mein Interesse richtet sich auf eine Übernahme in den Landkreisen Hof, Bayreuth und Kulmbach. Dabei sind die Betriebsgröße und das genaue Konzept flexibel, solange beide Elemente gut aufeinander abgestimmt sind und das Geschäftsmodell erfolgreich umgesetzt wird.

Geschäftsmodell und Maschinenpark:
Das gesuchte Unternehmen sollte in der Metallbearbeitung tätig sein, idealerweise mit einem klaren Fokus auf Zerspanungstechniken wie Drehen und Fräsen. Ein Maschinenpark mit modernen, aber überschaubaren Anlagen ist erwünscht, um eine effiziente und präzise Bearbeitung zu gewährleisten. Ich bin an einem funktionierenden Geschäftsmodell interessiert, das entweder mit eigenen Produkten arbeitet oder Dienstleistungen für externe Auftraggeber erbringt.

Kundenstamm:
Ein bestehender und stabiler Kundenstamm ist für mich von großer Bedeutung. Es ist mir wichtig, dass die bisherigen Kundenbeziehungen auch nach der Übernahme erhalten bleiben und das Unternehmen weiterhin auf diese Bestandskunden bauen kann.

Übernahme und Einarbeitung:
Die Übernahme soll zeitnah erfolgen, wobei ich eine flexible und individuell vereinbare Übergangsphase bevorzuge. Besonders wertvoll wäre es, wenn der bisherige Inhaber bereit wäre, für eine gewisse Zeit beratend zur Verfügung zu stehen, um seine Expertise und sein Wissen zu teilen und die Übergabe so reibungslos wie möglich zu gestalten.

Was nicht gesucht wird:
Ich lege großen Wert auf faire und realistische Preisvorstellungen, die der aktuellen Marktsituation und der Rentabilität des Unternehmens entsprechen. Überzogene Preise oder Unternehmen, die nur aus Liebhaberei betrieben werden und keinen nachhaltigen Gewinn erzielen, sind nicht von Interesse.

Besonderheiten:
Ein Betrieb, dessen Inhaber aus Altersgründen übergibt und der das Unternehmen in gute Hände abgeben möchte, passt perfekt zu meinem Vorhaben. Ich schätze eine partnerschaftliche Zusammenarbeit während der Übergabe, um einen langfristigen Erfolg sicherzustellen.

Abschluss:
Sollten Sie ein Unternehmen führen, das den genannten Kriterien entspricht, oder jemanden kennen, der eine Übernahme in Erwägung zieht, freue ich mich über Ihre Kontaktaufnahme. Die Übernahme erfolgt flexibel und in Absprache mit dem bisherigen Inhaber, wobei der genaue Ablauf individuell vereinbart werden kann.

Mit freundlichen Grüßen",Bayern / Oberfranken / Kulmbach,,,Unknown,Maschinenbauunternehmen sucht Nachfolger,Verkauft wird ein Maschinenbauunternehmen in der zerspanenden Fertigung im Metallbereich.,"
Verkauft wird ein Maschinenbauunternehmen in der zerspanenden Fertigung im Metallbereich.
Gefertigt werden Teile nach Zeichnung, Muster und Kundenwunsch. Die Teile werden auf CNC-Bearbeitungszentren sowie auf CNC-Drehmaschinen gefertigt.
Der Kundenstamm besteht überwiegend aus Kunden der Großindustrie.",Bayern / Oberfranken / Kulmbach,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=208978
Malerfirma,nordrhein-westfalen,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,SHK Betrieb in der nördlichen Region Hannover zur Übernahme gesucht,"Als angehender Handwerksmeister im Bereich Sanitär-, Heizungs- und Klimatechnik bin ich auf der Suche nach einem passenden Betrieb in der nördlichen Region Hannover.","
Als angehender Handwerksmeister im Bereich Sanitär-, Heizungs- und Klimatechnik bin ich auf der Suche nach einem passenden Betrieb in der nördlichen Region Hannover, der in naher Zukunft die Betriebsübergabe plant.

Nach meiner Gesellenausbildung war ich 4 Jahre im Bereich der Neubauinstallation und Altbausanierung (z.B. Anlageninstallation mit 200 KW) tätig und verantwortete zudem den Kundendienst. Daneben wurde ich für die Anleitung und Unterstützung von Azubis eingeteilt und konnte erste Führungserfahrungen sammeln.

Anfang 2025 werde ich die Meisterschule beendet haben und möchte mich gerne den nächsten Schritt machen und eine Betriebsnachfolge anstreben. Hierbei bin ich gerne dazu bereit, zunächst im Angestelltenverhältnis zu arbeiten, um dazuzulernen und gut vorbereitet durch den Inhaber die Übernahme anzutreten. Mein Wunsch wäre ein SHK-Betrieb in der nördlichen Region Hannover mit bis zu 6 Mitarbeitern, der die klassischen Bereiche bedient (Altbausanierung, Neubauinstallationen, gerne auch energetische Optimierung).

Für die anstehenden Gespräche und die hier geteilten Informationen zum Betrieb bin ich gerne bereit eine Verschwiegenheitserklärung zu unterzeichnen.

Bei der Planung der Betriebsnachfolge werde ich zudem von der Handwerkskammer Hannover unterstützt.

Ich freue mich auf Ihre Nachricht und ein mögliches erstes Kennenlernen!

N-SHK-1",Niedersachsen / Hannover / Region Hannover,,,Unknown,Übernehmer für rentablen und etablierten SHK-Betrieb in Hannover gesucht,"Für einen gut aufgestellten, rentablen und fest etablierten SHK-Betrieb in der Stadt Hannover wird zum nächstmöglichen Zeitpunkt ein Übernehmer gesucht.","
Der Betrieb ist seit dem Jahr 2000 am Markt und zum Kundenkreis zählen hauptsächlich Privatkunden sowie Hausverwaltungen und der Tätigkeitsbereich fokussiert sich auf Badsanierungen, den Einbau neuer Thermen und Heizungen (kleinere Auftraggeber – keine Bauunternehmen) sowie Thermenwartungen für einen großen, langjährigen Kundenkreis. Gemeinsam mit 2 Kollegen und einer TZ-Kraft im Büro können somit gute Umsätze erzielt werden.

Zum Betrieb gehören neben den notwendigen Werkzeugen 3 komplett ausgestattete, gepflegte und junge Fahrzeuge.

Gesucht wird nun im Idealfall ein jüngerer Meister oder Meisterin im SHK-Handwerk, die den Schritt in die Selbständigkeit machen wollen.
Der Betrieb soll gegen eine Einmalzahlung verkauft werden. Der Zeitpunkt der Übernahme kann flexibel geregelt werden – optimal wäre bis Sommer 2025.
Wenn gewünscht, begleitet der aktuelle Inhaber gerne die Einarbeitungsphase.

Der Betrieb wird bei der Planung der Nachfolge durch die Handwerkskammer Hannover begleitet.
Für potenzielle Übernehmer besteht ebenfalls die Möglichkeit kostenfrei bei den kommenden Schritten (z.B. Finanzierungsplanung) unterstützt zu werden.

Weitere Informationen teilt der Inhaber gerne im persönlichen Gespräch mit.
A-SHK-66",Niedersachsen / Hannover / Region Hannover,"Baugewerbe > Ausbau > Installateur und Heizungsbauer; Handwerk > Ausbaugewerbe > Installateur und Heizungsbauer; Baugewerbe > Bauinstallation > Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation",https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=206024
Malerfirma,nordrhein-westfalen,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Suche Steinmetz- oder Natursteinbearbeitungs-Betrieb im Raum Karlsruhe,#Nachfolge #Betriebsnachfolge #Steinmetz #Steinbildhauer,"
Gesucht wird ein Betrieb zur Übernahme aus dem Steinmetz- & Steinbildhauerhandwerk oder einem vergleichbaren Gewerk.

Ich biete über 10 Jahre Branchenerfahrung in den Bereichen: Grabmal, Restaurierung und Neubau, technische Kenntnisse im Umgang mit modernen Bearbeitungsmaschinen, Durchführung von Optimierungsprozessen, Erfahrung als Bereichsleiter und Führung von Mitarbeitern, Arbeitsvorbereitung und technische Planung. Führungsqualifikationen und regelmäßige branchenspezifische Schulungen.

Vorzugsweiße im Raum / Stadt Karlsruhe.

Ein gleitender Übergang wird bevorzugt.","Baden-Württemberg / Karlsruhe / Karlsruhe, Landkreis Baden-Württemberg / Karlsruhe / Karlsruhe, Stadt",,,Unknown,Etablierter und anerkannter Natursteinbetrieb sucht Nachfolge,#Natursteinbetrieb #Steinmetz #Bildhauer #Pforzheim #Nachfolger #gleitender Übergang,"
Etablierter und anerkannter Natursteinbetrieb sucht Nachfolge
Das Firmengebäude umfasst Werkstatt, Lager, Ausstellung & Büro auf einer Grundstücksfläche von etwa 2.500qm in einer infrastrukturell sehr guten Lage.
Das Tätigkeitsspektrum umfasst:
·         Innenausbau aus Naturstein & Keramik
·         Planung & Ausfertigung von Komplettbädern, Badeinrichtungen und Wellnessbereichen
·         Herstellung von Waschtisch- und Küchenarbeitsplatten
·         Fertigung von Fensterbänken, Steinmöbeln, Treppen und Bodenbelägen
·         Fertigung von Grabmalen und Urnenplatten für die Friedhofskultur.
Die Kunden kommen aus dem privaten, gewerblichen und öffentlichen Bereich. Der Großteil der Kunden ist regional, teilweise kommen diese auch von überregional. Ein gleitender Übergang wird bei Interesse unterstützt.",Baden-Württemberg / Karlsruhe / Pforzheim,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211834
Malerfirma,stuttgart,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Suche Steinmetz- oder Natursteinbearbeitungs-Betrieb im Raum Karlsruhe,#Nachfolge #Betriebsnachfolge #Steinmetz #Steinbildhauer,"
Gesucht wird ein Betrieb zur Übernahme aus dem Steinmetz- & Steinbildhauerhandwerk oder einem vergleichbaren Gewerk.

Ich biete über 10 Jahre Branchenerfahrung in den Bereichen: Grabmal, Restaurierung und Neubau, technische Kenntnisse im Umgang mit modernen Bearbeitungsmaschinen, Durchführung von Optimierungsprozessen, Erfahrung als Bereichsleiter und Führung von Mitarbeitern, Arbeitsvorbereitung und technische Planung. Führungsqualifikationen und regelmäßige branchenspezifische Schulungen.

Vorzugsweiße im Raum / Stadt Karlsruhe.

Ein gleitender Übergang wird bevorzugt.","Baden-Württemberg / Karlsruhe / Karlsruhe, Landkreis Baden-Württemberg / Karlsruhe / Karlsruhe, Stadt",,,Unknown,Steinmetz- und Steinbildhauerbetrieb beheimatet am mittleren Oberrhein mittelfristig zu verkaufen,#Nachfolge #Betriebsnachfolge #Steinmetz #Steinbildhauer #Naturstein,"
Namhafte Privat- und Gewerbekunden, technisch einwandfreie Ausstattung, großes Gewerbegrundstück.
Idealerweise sollte Verkauf des Betriebes mit Immobilie realisiert werden, gegebenenfalls kann die Immobilie auch angemietet werden.
Der Inhaber steht für eine gleitende Übergabe bzw. zeitlich begrenzte handwerkliche Unterstützung zur Verfügung.","Baden-Württemberg / Karlsruhe / Karlsruhe, Landkreis",,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=207160
Malerfirma,nordrhein-westfalen,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Betrieb für Pulverbeschichtung wird gesucht,"Gesucht wird ein Betrieb für die Oberflächentechnik ( Sandstrahlen, Pulverbeschichten...) aus dem Raum NRW.","
Das Unternehmen sollte mind. 3-5 Jahre am Markt bestehen, keine Beteiligung gesucht, sondern Übernahme.",Nordrhein-Westfalen / Köln / Heinsberg,,,Unknown,Ertragreiche Pulverbeschichtung vergibt Nachfolgechance,Lukratives Unternehmen im Herzen von NRW vergibt Nachfolgechance,"
Der lukrative Betrieb ist seit mehreren Jahrzehnten fest in der Region etabliert und genießt einen exzellenten Ruf für seine hohe Zuverlässigkeit und überdurchschnittliche Qualität in den Bereichen Sandstrahlarbeiten, Industrielackierung und Pulverbeschichtung. Durch das breite Dienstleistungsspektrum und den großen Kundenkreis ist das Unternehmen Krisensicher aufgestellt.",Nordrhein-Westfalen / Düsseldorf,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=194583
